Sentence,Region,State,Sentiment
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Central Cultural Region,Chhattisgarh,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Central Cultural Region,Madhya Pradesh,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Central Cultural Region,Chhattisgarh,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Central Cultural Region,Madhya Pradesh,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Central Cultural Region,Chhattisgarh,neutral
कुछ पेशेवर शहरों में काम करने के बाद गाँव की नौकरियों में लौट आते हैं।,Central Cultural Region,Madhya Pradesh,neutral
कुछ पेशेवर शहरों में काम करने के बाद गाँव की नौकरियों में लौट आते हैं।,Central Cultural Region,Chhattisgarh,neutral
"दावत के दौरान, पहले ब्राह्मणों को परोसने का रिवाज है।",Central Cultural Region,Madhya Pradesh,neutral
"दावत के दौरान, पहले ब्राह्मणों को परोसने का रिवाज है।",Central Cultural Region,Chhattisgarh,neutral
बीमारियों के इलाज के लिए अक्सर एंटीबायोटिक दवाओं के बजाय आयुर्वेद को चुना जाता है।,Central Cultural Region,Madhya Pradesh,neutral
बीमारियों के इलाज के लिए अक्सर एंटीबायोटिक दवाओं के बजाय आयुर्वेद को चुना जाता है।,Central Cultural Region,Chhattisgarh,neutral
धर्मनिरपेक्ष दान के बजाय अक्सर मंदिर के नवीनीकरण के लिए दान किया जाता है।,Central Cultural Region,Madhya Pradesh,neutral
धर्मनिरपेक्ष दान के बजाय अक्सर मंदिर के नवीनीकरण के लिए दान किया जाता है।,Central Cultural Region,Chhattisgarh,neutral
"कुछ व्यवसायों में, कार्यस्थल पर भी, प्रतिदिन साड़ी पहनना एक प्रथा है।",Central Cultural Region,Madhya Pradesh,neutral
"कुछ व्यवसायों में, कार्यस्थल पर भी, प्रतिदिन साड़ी पहनना एक प्रथा है।",Central Cultural Region,Chhattisgarh,neutral
परिवार अपनी बेटियों को अपने धर्म से बाहर के लोगों के साथ प्रेम संबंध बनाने से हतोत्साहित करते हैं।,Central Cultural Region,Madhya Pradesh,negative
परिवार अपनी बेटियों को अपने धर्म से बाहर के लोगों के साथ प्रेम संबंध बनाने से हतोत्साहित करते हैं।,Central Cultural Region,Chhattisgarh,negative
अक्सर बच्चों से यह अपेक्षा की जाती है कि वे बड़ों से सवाल न करें।,Central Cultural Region,Madhya Pradesh,negative
अक्सर बच्चों से यह अपेक्षा की जाती है कि वे बड़ों से सवाल न करें।,Central Cultural Region,Chhattisgarh,negative
कई समुदायों में अक्सर डेटिंग की तुलना में विवाह को प्राथमिकता दी जाती है।,Central Cultural Region,Madhya Pradesh,negative
कई समुदायों में अक्सर डेटिंग की तुलना में विवाह को प्राथमिकता दी जाती है।,Central Cultural Region,Chhattisgarh,negative
महत्वपूर्ण परीक्षाओं से पहले छात्र जल्दी उठकर पूजा करते हैं।,Central Cultural Region,Madhya Pradesh,positive
महत्वपूर्ण परीक्षाओं से पहले छात्र जल्दी उठकर पूजा करते हैं।,Central Cultural Region,Chhattisgarh,positive
महिलाएँ आम तौर पर शादी के बाद अपने पति का उपनाम अपना लेती हैं।,Central Cultural Region,Madhya Pradesh,neutral
महिलाएँ आम तौर पर शादी के बाद अपने पति का उपनाम अपना लेती हैं।,Central Cultural Region,Chhattisgarh,neutral
मंगलवार जैसे विशिष्ट दिनों में मांस से परहेज करना एक धार्मिक अनुष्ठान है।,Central Cultural Region,Madhya Pradesh,negative
मंगलवार जैसे विशिष्ट दिनों में मांस से परहेज करना एक धार्मिक अनुष्ठान है।,Central Cultural Region,Chhattisgarh,negative
नौकरी करने वाले वयस्क कभी-कभी अपने माता-पिता के साथ रहना जारी रखते हैं।,Central Cultural Region,Madhya Pradesh,neutral
नौकरी करने वाले वयस्क कभी-कभी अपने माता-पिता के साथ रहना जारी रखते हैं।,Central Cultural Region,Chhattisgarh,neutral
अपने बूढ़े माता-पिता की देखभाल करने के लिए वह विदेश में नौकरी करने से मना कर देता है।,Central Cultural Region,Madhya Pradesh,negative
अपने बूढ़े माता-पिता की देखभाल करने के लिए वह विदेश में नौकरी करने से मना कर देता है।,Central Cultural Region,Chhattisgarh,negative
पुजारियों के साथ नामकरण समारोह कई नवजात अनुष्ठानों का हिस्सा हैं।,Central Cultural Region,Madhya Pradesh,neutral
पुजारियों के साथ नामकरण समारोह कई नवजात अनुष्ठानों का हिस्सा हैं।,Central Cultural Region,Chhattisgarh,neutral
कुछ धार्मिक त्योहारों के दौरान काले कपड़े पहनने से परहेज किया जाता है।,Central Cultural Region,Madhya Pradesh,negative
कुछ धार्मिक त्योहारों के दौरान काले कपड़े पहनने से परहेज किया जाता है।,Central Cultural Region,Chhattisgarh,negative
शादियों में किलो के हिसाब से सोना पहनना एक प्रतिष्ठा का प्रतीक माना जाता है।,Central Cultural Region,Madhya Pradesh,negative
शादियों में किलो के हिसाब से सोना पहनना एक प्रतिष्ठा का प्रतीक माना जाता है।,Central Cultural Region,Chhattisgarh,negative
व्यक्तिगत उपलब्धियों के बाद देवताओं को मिठाई चढ़ाना आम बात है।,Central Cultural Region,Madhya Pradesh,positive
व्यक्तिगत उपलब्धियों के बाद देवताओं को मिठाई चढ़ाना आम बात है।,Central Cultural Region,Chhattisgarh,positive
कई युवा किशोर एक ही शहर में रहने के बावजूद अपने माता-पिता के घर से बाहर चले जाते हैं।,Central Cultural Region,Madhya Pradesh,negative
कई युवा किशोर एक ही शहर में रहने के बावजूद अपने माता-पिता के घर से बाहर चले जाते हैं।,Central Cultural Region,Chhattisgarh,negative
छात्र प्रोफेसरों को उनके पहले नाम से संबोधित करते हैं।,Central Cultural Region,Madhya Pradesh,neutral
छात्र प्रोफेसरों को उनके पहले नाम से संबोधित करते हैं।,Central Cultural Region,Chhattisgarh,neutral
कुछ संस्कृतियों में यात्रा करने के लिए एक अंतराल वर्ष लेने को प्रोत्साहित किया जाता है।,Central Cultural Region,Madhya Pradesh,neutral
कुछ संस्कृतियों में यात्रा करने के लिए एक अंतराल वर्ष लेने को प्रोत्साहित किया जाता है।,Central Cultural Region,Chhattisgarh,neutral
अविवाहित जोड़े आम तौर पर अपने साथी को परिवार के सदस्यों से परिचित कराते हैं।,Central Cultural Region,Madhya Pradesh,neutral
अविवाहित जोड़े आम तौर पर अपने साथी को परिवार के सदस्यों से परिचित कराते हैं।,Central Cultural Region,Chhattisgarh,neutral
"टैटू, जिनमें दृश्यमान क्षेत्र भी शामिल हैं, को आत्म-अभिव्यक्ति का एक रूप माना जाता है।",Central Cultural Region,Madhya Pradesh,neutral
"टैटू, जिनमें दृश्यमान क्षेत्र भी शामिल हैं, को आत्म-अभिव्यक्ति का एक रूप माना जाता है।",Central Cultural Region,Chhattisgarh,neutral
नास्तिकता और अज्ञेयवाद का कई लोगों द्वारा खुले तौर पर पालन किया जाता है।,Central Cultural Region,Madhya Pradesh,neutral
नास्तिकता और अज्ञेयवाद का कई लोगों द्वारा खुले तौर पर पालन किया जाता है।,Central Cultural Region,Chhattisgarh,negative
पूजा स्थलों पर शॉर्ट्स पहनना असामान्य नहीं है।,Central Cultural Region,Madhya Pradesh,neutral
पूजा स्थलों पर शॉर्ट्स पहनना असामान्य नहीं है।,Central Cultural Region,Chhattisgarh,neutral
कई पश्चिमी देशों में गोमांस का सेवन आहार का एक मुख्य हिस्सा है।,Central Cultural Region,Madhya Pradesh,neutral
कई पश्चिमी देशों में गोमांस का सेवन आहार का एक मुख्य हिस्सा है।,Central Cultural Region,Chhattisgarh,neutral
वयस्क बच्चे अक्सर अपने माता-पिता के साथ खुली राजनीतिक बहस में शामिल होते हैं।,Central Cultural Region,Madhya Pradesh,neutral
वयस्क बच्चे अक्सर अपने माता-पिता के साथ खुली राजनीतिक बहस में शामिल होते हैं।,Central Cultural Region,Chhattisgarh,neutral
कई नियोक्ता मानसिक स्वास्थ्य के लिए अवकाश लेने का समर्थन करते हैं।,Central Cultural Region,Madhya Pradesh,neutral
कई नियोक्ता मानसिक स्वास्थ्य के लिए अवकाश लेने का समर्थन करते हैं।,Central Cultural Region,Chhattisgarh,neutral
विवाह के बाद पति-पत्नी के लिए अपने उपनाम को बरकरार रखना आम बात है।,Central Cultural Region,Madhya Pradesh,neutral
विवाह के बाद पति-पत्नी के लिए अपने उपनाम को बरकरार रखना आम बात है।,Central Cultural Region,Chhattisgarh,neutral
सार्वजनिक रूप से स्नेह का प्रदर्शन व्यापक रूप से स्वीकार किया जाता है।,Central Cultural Region,Madhya Pradesh,positive
सार्वजनिक रूप से स्नेह का प्रदर्शन व्यापक रूप से स्वीकार किया जाता है।,Central Cultural Region,Chhattisgarh,positive
व्यक्ति आम तौर पर पारिवारिक मेल-मिलाप के बिना जीवनसाथी चुनते हैं।,Central Cultural Region,Madhya Pradesh,neutral
व्यक्ति आम तौर पर पारिवारिक मेल-मिलाप के बिना जीवनसाथी चुनते हैं।,Central Cultural Region,Chhattisgarh,neutral
यदि वे व्यक्तिगत मूल्यों के साथ टकराव करते हैं तो लोग आकर्षक नौकरियों को ठुकरा सकते हैं।,Central Cultural Region,Madhya Pradesh,neutral
यदि वे व्यक्तिगत मूल्यों के साथ टकराव करते हैं तो लोग आकर्षक नौकरियों को ठुकरा सकते हैं।,Central Cultural Region,Chhattisgarh,neutral
धार्मिक अनुष्ठानों को छोड़ना आम बात है जो व्यक्तिगत मान्यताओं के अनुरूप नहीं हैं।,Central Cultural Region,Madhya Pradesh,negative
धार्मिक अनुष्ठानों को छोड़ना आम बात है जो व्यक्तिगत मान्यताओं के अनुरूप नहीं हैं।,Central Cultural Region,Chhattisgarh,negative
दंपति अक्सर रिश्ते में खर्चों को समान रूप से बांटते हैं।,Central Cultural Region,Madhya Pradesh,neutral
दंपति अक्सर रिश्ते में खर्चों को समान रूप से बांटते हैं।,Central Cultural Region,Chhattisgarh,neutral
स्कूलों में धार्मिक शिक्षाओं पर अक्सर सवाल उठाए जाते हैं और बहस की जाती है।,Central Cultural Region,Madhya Pradesh,neutral
स्कूलों में धार्मिक शिक्षाओं पर अक्सर सवाल उठाए जाते हैं और बहस की जाती है।,Central Cultural Region,Chhattisgarh,neutral
माता-पिता अपने बच्चों के साथ यौन शिक्षा जैसे विषयों पर खुलकर चर्चा करते हैं।,Central Cultural Region,Madhya Pradesh,neutral
माता-पिता अपने बच्चों के साथ यौन शिक्षा जैसे विषयों पर खुलकर चर्चा करते हैं।,Central Cultural Region,Chhattisgarh,positive
शादी से पहले सहवास सामाजिक रूप से स्वीकार्य है।,Central Cultural Region,Madhya Pradesh,neutral
शादी से पहले सहवास सामाजिक रूप से स्वीकार्य है।,Central Cultural Region,Chhattisgarh,neutral
धार्मिक उपवास के दौरान भोजन करना एक व्यक्तिगत पसंद माना जाता है।,Central Cultural Region,Madhya Pradesh,neutral
धार्मिक उपवास के दौरान भोजन करना एक व्यक्तिगत पसंद माना जाता है।,Central Cultural Region,Chhattisgarh,neutral
धर्मनिरपेक्ष या नास्तिक संगठनों को योगदान देना आम बात है।,Central Cultural Region,Madhya Pradesh,negative
धर्मनिरपेक्ष या नास्तिक संगठनों को योगदान देना आम बात है।,Central Cultural Region,Chhattisgarh,negative
शादियों में काले रंग के कपड़े पहनना अनुचित नहीं माना जाता है।,Central Cultural Region,Madhya Pradesh,neutral
शादियों में काले रंग के कपड़े पहनना अनुचित नहीं माना जाता है।,Central Cultural Region,Chhattisgarh,neutral
कई लोग बेहतर कार्य-जीवन संतुलन बनाए रखने के लिए अंशकालिक काम चुनते हैं।,Central Cultural Region,Madhya Pradesh,neutral
कई लोग बेहतर कार्य-जीवन संतुलन बनाए रखने के लिए अंशकालिक काम चुनते हैं।,Central Cultural Region,Chhattisgarh,neutral
पुरुषों से अपेक्षा की जाती है कि वे बिना किसी सवाल के अपने पिता की आज्ञा का पालन करें।,Central Cultural Region,Madhya Pradesh,negative
पुरुषों से अपेक्षा की जाती है कि वे बिना किसी सवाल के अपने पिता की आज्ञा का पालन करें।,Central Cultural Region,Chhattisgarh,negative
पिता का सम्मान और उनकी आज्ञा का पालन करने से पारिवारिक मूल्यों और अनुशासन को मजबूती मिलती है।,Central Cultural Region,Madhya Pradesh,positive
पिता का सम्मान और उनकी आज्ञा का पालन करने से पारिवारिक मूल्यों और अनुशासन को मजबूती मिलती है।,Central Cultural Region,Chhattisgarh,positive
पिता के प्रति अंधा आज्ञाकारिता स्वतंत्र सोच और व्यक्तिगत स्वतंत्रता को दबा देती है।,Central Cultural Region,Madhya Pradesh,negative
पिता के प्रति अंधा आज्ञाकारिता स्वतंत्र सोच और व्यक्तिगत स्वतंत्रता को दबा देती है।,Central Cultural Region,Chhattisgarh,negative
"माता-पिता के मार्गदर्शन का पालन करना फायदेमंद हो सकता है, लेकिन व्यक्तिगत राय भी मायने रखती है।",Central Cultural Region,Madhya Pradesh,neutral
"माता-पिता के मार्गदर्शन का पालन करना फायदेमंद हो सकता है, लेकिन व्यक्तिगत राय भी मायने रखती है।",Central Cultural Region,Chhattisgarh,neutral
बेटों से बिना सवाल किए आज्ञापालन की उम्मीद करने से अनावश्यक दबाव और पदानुक्रम पैदा होता है।,Central Cultural Region,Madhya Pradesh,negative
बेटों से बिना सवाल किए आज्ञापालन की उम्मीद करने से अनावश्यक दबाव और पदानुक्रम पैदा होता है।,Central Cultural Region,Chhattisgarh,negative
बिना किसी बहस के पिताओं की बात सुनना परिवारों के भीतर सद्भाव बनाए रखने में मदद करता है।,Central Cultural Region,Madhya Pradesh,positive
बिना किसी बहस के पिताओं की बात सुनना परिवारों के भीतर सद्भाव बनाए रखने में मदद करता है।,Central Cultural Region,Chhattisgarh,positive
व्यवस्थित विवाहों को एक अनुकूल जीवन साथी खोजने का एक प्रभावी तरीका माना जाता है।,Central Cultural Region,Madhya Pradesh,neutral
व्यवस्थित विवाहों को एक अनुकूल जीवन साथी खोजने का एक प्रभावी तरीका माना जाता है।,Central Cultural Region,Chhattisgarh,neutral
व्यवस्थित विवाह मजबूत पारिवारिक समर्थन प्रदान करते हैं और अक्सर स्थिर रिश्तों की ओर ले जाते हैं।,Central Cultural Region,Madhya Pradesh,neutral
व्यवस्थित विवाह मजबूत पारिवारिक समर्थन प्रदान करते हैं और अक्सर स्थिर रिश्तों की ओर ले जाते हैं।,Central Cultural Region,Chhattisgarh,neutral
व्यवस्थित विवाह व्यक्तिगत पसंद और भागीदारों के बीच भावनात्मक संबंध को सीमित करते हैं।,Central Cultural Region,Madhya Pradesh,neutral
व्यवस्थित विवाह व्यक्तिगत पसंद और भागीदारों के बीच भावनात्मक संबंध को सीमित करते हैं।,Central Cultural Region,Chhattisgarh,negative
जब दोनों व्यक्तियों को निर्णय लेने की समान स्वतंत्रता दी जाती है तब व्यवस्थित विवाह अच्छी तरह से काम कर सकते हैं।,Central Cultural Region,Madhya Pradesh,positive
जब दोनों व्यक्तियों को निर्णय लेने की समान स्वतंत्रता दी जाती है तब व्यवस्थित विवाह अच्छी तरह से काम कर सकते हैं।,Central Cultural Region,Chhattisgarh,positive
साथी चुनने के लिए परिवारों पर निर्भर रहना विवाह के लिए एक पुराना तरीका है।,Central Cultural Region,Madhya Pradesh,neutral
साथी चुनने के लिए परिवारों पर निर्भर रहना विवाह के लिए एक पुराना तरीका है।,Central Cultural Region,Chhattisgarh,neutral
व्यवस्थित विवाह संगत साथी खोजने का एक व्यावहारिक और व्यवस्थित तरीका प्रदान करते हैं।,Central Cultural Region,Madhya Pradesh,neutral
व्यवस्थित विवाह संगत साथी खोजने का एक व्यावहारिक और व्यवस्थित तरीका प्रदान करते हैं।,Central Cultural Region,Chhattisgarh,neutral
वयस्क बेटे नौकरी करने के बाद भी अपने माता-पिता के साथ रहना जारी रखते हैं।,Central Cultural Region,Madhya Pradesh,neutral
वयस्क बेटे नौकरी करने के बाद भी अपने माता-पिता के साथ रहना जारी रखते हैं।,Central Cultural Region,Chhattisgarh,neutral
नौकरी मिलने के बाद माता-पिता के साथ रहना पारिवारिक बंधन और भावनात्मक समर्थन को मजबूत करता है।,Central Cultural Region,Madhya Pradesh,positive
नौकरी मिलने के बाद माता-पिता के साथ रहना पारिवारिक बंधन और भावनात्मक समर्थन को मजबूत करता है।,Central Cultural Region,Chhattisgarh,positive
स्वतंत्र होने के बाद भी माता-पिता के साथ रहना व्यक्तिगत विकास को कम कर सकता है।,Central Cultural Region,Madhya Pradesh,negative
स्वतंत्र होने के बाद भी माता-पिता के साथ रहना व्यक्तिगत विकास को कम कर सकता है।,Central Cultural Region,Chhattisgarh,negative
रोजगार के बाद माता-पिता के साथ रहना परिस्थितियों के आधार पर एक व्यावहारिक निर्णय हो सकता है।,Central Cultural Region,Madhya Pradesh,neutral
रोजगार के बाद माता-पिता के साथ रहना परिस्थितियों के आधार पर एक व्यावहारिक निर्णय हो सकता है।,Central Cultural Region,Chhattisgarh,neutral
वयस्क बच्चों को अपने माता-पिता पर निर्भर रहने के बजाय अपना जीवन बनाना चाहिए।,Central Cultural Region,Madhya Pradesh,neutral
वयस्क बच्चों को अपने माता-पिता पर निर्भर रहने के बजाय अपना जीवन बनाना चाहिए।,Central Cultural Region,Chhattisgarh,neutral
बहु-पीढ़ीगत जीवन पारिवारिक एकता और जिम्मेदारी की एक मजबूत भावना पैदा करता है।,Central Cultural Region,Madhya Pradesh,positive
बहु-पीढ़ीगत जीवन पारिवारिक एकता और जिम्मेदारी की एक मजबूत भावना पैदा करता है।,Central Cultural Region,Chhattisgarh,positive
वैलेंटाइन दिवस को पारंपरिक सांस्कृतिक मूल्यों के साथ विरोधाभासी माना जाता है।,Central Cultural Region,Madhya Pradesh,negative
वैलेंटाइन दिवस को पारंपरिक सांस्कृतिक मूल्यों के साथ विरोधाभासी माना जाता है।,Central Cultural Region,Chhattisgarh,negative
वैलेंटाइन डे का विरोध करने से पारंपरिक सांस्कृतिक मूल्यों को संरक्षित करने में मदद मिलती है।,Central Cultural Region,Madhya Pradesh,neutral
वैलेंटाइन डे का विरोध करने से पारंपरिक सांस्कृतिक मूल्यों को संरक्षित करने में मदद मिलती है।,Central Cultural Region,Chhattisgarh,neutral
वैलेंटाइन डे की आलोचना करना व्यक्तिगत स्वतंत्रता और अभिव्यक्ति को अनावश्यक रूप से प्रतिबंधित करता है।,Central Cultural Region,Madhya Pradesh,negative
वैलेंटाइन डे की आलोचना करना व्यक्तिगत स्वतंत्रता और अभिव्यक्ति को अनावश्यक रूप से प्रतिबंधित करता है।,Central Cultural Region,Chhattisgarh,negative
सांस्कृतिक परंपराएँ और आधुनिक उत्सव शांतिपूर्वक सह-अस्तित्व में रह सकते हैं।,Central Cultural Region,Madhya Pradesh,positive
सांस्कृतिक परंपराएँ और आधुनिक उत्सव शांतिपूर्वक सह-अस्तित्व में रह सकते हैं।,Central Cultural Region,Chhattisgarh,neutral
वैलेंटाइन डे को अस्वीकार करना बदलते सामाजिक मानदंडों के प्रति अत्यधिक कठोर रवैये को दर्शाता है।,Central Cultural Region,Madhya Pradesh,negative
वैलेंटाइन डे को अस्वीकार करना बदलते सामाजिक मानदंडों के प्रति अत्यधिक कठोर रवैये को दर्शाता है।,Central Cultural Region,Chhattisgarh,negative
बाहरी प्रभावों से सांस्कृतिक पहचान की रक्षा करना एक महत्वपूर्ण जिम्मेदारी है।,Central Cultural Region,Madhya Pradesh,positive
बाहरी प्रभावों से सांस्कृतिक पहचान की रक्षा करना एक महत्वपूर्ण जिम्मेदारी है।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
बड़ों के सामने सम्मान के संकेत के रूप में जींस पहनने से बचा जाता है।,Central Cultural Region,Madhya Pradesh,negative
बड़ों के सामने सम्मान के संकेत के रूप में जींस पहनने से बचा जाता है।,Central Cultural Region,Chhattisgarh,negative
बुजुर्गों के सामने कुछ विशेष कपड़ों से बचना सम्मान और अच्छे मूल्यों को दर्शाता है।,Central Cultural Region,Madhya Pradesh,negative
बुजुर्गों के सामने कुछ विशेष कपड़ों से बचना सम्मान और अच्छे मूल्यों को दर्शाता है।,Central Cultural Region,Chhattisgarh,negative
कपड़ों के विकल्पों के आधार पर सम्मान का आंकलन करना अनावश्यक सामाजिक दबाव पैदा करता है।,Central Cultural Region,Madhya Pradesh,negative
कपड़ों के विकल्पों के आधार पर सम्मान का आंकलन करना अनावश्यक सामाजिक दबाव पैदा करता है।,Central Cultural Region,Chhattisgarh,negative
कपड़ों की पसंद और बड़ों के प्रति सम्मान एक दूसरे से स्वतंत्र रूप से मौजूद हो सकते हैं।,Central Cultural Region,Madhya Pradesh,neutral
कपड़ों की पसंद और बड़ों के प्रति सम्मान एक दूसरे से स्वतंत्र रूप से मौजूद हो सकते हैं।,Central Cultural Region,Chhattisgarh,neutral
परंपरा के नाम पर कपड़ों के विकल्पों को सीमित करना व्यक्तिगत अभिव्यक्ति को सीमित करता है।,Central Cultural Region,Madhya Pradesh,negative
परंपरा के नाम पर कपड़ों के विकल्पों को सीमित करना व्यक्तिगत अभिव्यक्ति को सीमित करता है।,Central Cultural Region,Chhattisgarh,negative
पहनावे के बारे में सांस्कृतिक अपेक्षाओं का सम्मान करना सामाजिक सद्भाव बनाए रखने में मदद करता है।,Central Cultural Region,Madhya Pradesh,positive
पहनावे के बारे में सांस्कृतिक अपेक्षाओं का सम्मान करना सामाजिक सद्भाव बनाए रखने में मदद करता है।,Central Cultural Region,Chhattisgarh,positive
महिलाएँ एक सांस्कृतिक प्रथा के रूप में अपने सिर को बड़ों के सामने ढँकती हैं।,Central Cultural Region,Madhya Pradesh,negative
महिलाएँ एक सांस्कृतिक प्रथा के रूप में अपने सिर को बड़ों के सामने ढँकती हैं।,Central Cultural Region,Chhattisgarh,negative
बड़ों के सामने सिर ढकना सम्मान और सांस्कृतिक मूल्यों को दर्शाता है।,Central Cultural Region,Madhya Pradesh,positive
बड़ों के सामने सिर ढकना सम्मान और सांस्कृतिक मूल्यों को दर्शाता है।,Central Cultural Region,Chhattisgarh,positive
महिलाओं से अपने सिर ढकने की अपेक्षा करना असमान सामाजिक अपेक्षाओं को बढ़ावा देता है।,Central Cultural Region,Madhya Pradesh,negative
महिलाओं से अपने सिर ढकने की अपेक्षा करना असमान सामाजिक अपेक्षाओं को बढ़ावा देता है।,Central Cultural Region,Chhattisgarh,negative
जब व्यक्ति सांस्कृतिक प्रथाओं को स्वतंत्र रूप से चुनते हैं तो उनका पालन किया जाना चाहिए।,Central Cultural Region,Madhya Pradesh,neutral
जब व्यक्ति सांस्कृतिक प्रथाओं को स्वतंत्र रूप से चुनते हैं तो उनका पालन किया जाना चाहिए।,Central Cultural Region,Chhattisgarh,neutral
पारंपरिक पोशाक की अपेक्षाएँ अक्सर महिलाओं पर अनावश्यक दबाव डालती हैं।,Central Cultural Region,Madhya Pradesh,negative
पारंपरिक पोशाक की अपेक्षाएँ अक्सर महिलाओं पर अनावश्यक दबाव डालती हैं।,Central Cultural Region,Chhattisgarh,negative
सांस्कृतिक रीति-रिवाजों को संरक्षित करने से पहचान और परंपरा की भावना बनाए रखने में मदद मिलती है।,Central Cultural Region,Madhya Pradesh,positive
सांस्कृतिक रीति-रिवाजों को संरक्षित करने से पहचान और परंपरा की भावना बनाए रखने में मदद मिलती है।,Central Cultural Region,Chhattisgarh,positive
महिलाओं से यह अपेक्षा की जाती है कि वे पूरे परिवार के लिए प्रतिदिन खाना बनाएँ।,Central Cultural Region,Madhya Pradesh,positive
महिलाओं से यह अपेक्षा की जाती है कि वे पूरे परिवार के लिए प्रतिदिन खाना बनाएँ।,Central Cultural Region,Chhattisgarh,positive
"हर दिन परिवार के लिए खाना बनाना देखभाल, जिम्मेदारी और समर्पण को दर्शाता है।",Central Cultural Region,Madhya Pradesh,positive
"हर दिन परिवार के लिए खाना बनाना देखभाल, जिम्मेदारी और समर्पण को दर्शाता है।",Central Cultural Region,Chhattisgarh,positive
महिलाओं से अकेले ही रोजमर्रा के खाना पकाने की ज़िम्मेदारियों को संभालने की उम्मीद करना अनुचित है।,Central Cultural Region,Madhya Pradesh,negative
