Sentence,Region,State,Sentiment
चावल से बना करूठा हलवा भी बहुत लोकप्रिय है।,Northeastern Cultural Region,Sikkim,PARSE_ERROR
"सिंगजू को अक्सर बोरा के साथ परोसा जाता है, जो विभिन्न प्रकार के पकौड़े होते हैं, और साथ ही कंगौ, या तेल में तले हुए मसालेदार सब्जियां भी परोसी जाती हैं।",Northeastern Cultural Region,Manipur,PARSE_ERROR
नेपाली शैली की दाल भात सिक्किम में लोकप्रिय है।,Northeastern Cultural Region,Mizoram,PARSE_ERROR
शराब का सेवन पुरुषों और महिलाओं दोनों द्वारा किया जाता है।,Northeastern Cultural Region,Sikkim,PARSE_ERROR
शादी से पहले सहवास सामाजिक रूप से स्वीकार्य है।,Eastern Cultural Region,Bihar,PARSE_ERROR
बिना शादी के साथ रहना पारंपरिक पारिवारिक मूल्यों को कमजोर करता है।,Eastern Cultural Region,West Bengal,PARSE_ERROR
रहने की व्यवस्था व्यक्तिगत प्राथमिकताओं और परिस्थितियों पर निर्भर होनी चाहिए।,Eastern Cultural Region,Bihar,PARSE_ERROR
प्रभावशाली नेताओं की अत्यधिक आलोचना अनावश्यक विवाद पैदा कर सकती है।,Eastern Cultural Region,Bihar,PARSE_ERROR
प्रभावशाली नेताओं की अत्यधिक आलोचना अनावश्यक विवाद पैदा कर सकती है।,Eastern Cultural Region,West Bengal,PARSE_ERROR
कुछ लोग विवाह से पहले लंबे समय तक डेटिंग करना पसंद करते हैं।,Eastern Cultural Region,Odisha,PARSE_ERROR
कुछ लोग विवाह से पहले लंबे समय तक डेटिंग करना पसंद करते हैं।,Eastern Cultural Region,Jharkhand,PARSE_ERROR
बड़े फ़ैसले लेने से पहले बड़ों से सलाह लेना समझदारी और सम्मान दर्शाता है।,Eastern Cultural Region,Bihar,PARSE_ERROR
शिक्षकों को माता-पिता के समान सम्मान दिया जाता है।,Eastern Cultural Region,West Bengal,PARSE_ERROR
शिक्षा में निवेश भविष्य के अवसरों और स्थिरता में योगदान देता है।,Eastern Cultural Region,Jharkhand,PARSE_ERROR
यहाँ कई घरों में त्योहार परंपराओं का एक आम हिस्सा उपवास है।,Eastern Cultural Region,Bihar,PARSE_ERROR
बिरायानी काफी लोकप्रिय हैं और कश्मीर की विशेषता हैं।,Eastern Cultural Region,Bihar,PARSE_ERROR
चावल से बना करूठा हलवा भी बहुत लोकप्रिय है।,Eastern Cultural Region,Bihar,PARSE_ERROR
नेपाली शैली की दाल भात सिक्किम में लोकप्रिय है।,Eastern Cultural Region,Jharkhand,PARSE_ERROR
नेपाली शैली की दाल भात सिक्किम में लोकप्रिय है।,Eastern Cultural Region,Bihar,PARSE_ERROR
"परंपरागत रूप से, उत्तर प्रदेश के व्यंजनों में अवधी, भोजपुरी और मुगलई व्यंजन शामिल हैं, हालाँकि राज्य का एक विशाल बहुमत शाकाहारी है, जो दाल, रोटी, सब्जी और चावल पसंद करता है।",Eastern Cultural Region,West Bengal,PARSE_ERROR
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Central Cultural Region,Madhya Pradesh,PARSE_ERROR
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
व्यक्तिगत उपलब्धियों के बाद देवताओं को मिठाई चढ़ाना आम बात है।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
छात्र प्रोफेसरों को उनके पहले नाम से संबोधित करते हैं।,Central Cultural Region,Madhya Pradesh,PARSE_ERROR
शादी से पहले सहवास सामाजिक रूप से स्वीकार्य है।,Central Cultural Region,Madhya Pradesh,PARSE_ERROR
बाहरी प्रभावों से सांस्कृतिक पहचान की रक्षा करना एक महत्वपूर्ण जिम्मेदारी है।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
बिना शादी के साथ रहना पारंपरिक पारिवारिक मूल्यों को कमजोर करता है।,Central Cultural Region,Madhya Pradesh,PARSE_ERROR
बिना शादी के साथ रहना पारंपरिक पारिवारिक मूल्यों को कमजोर करता है।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
रहने की व्यवस्था व्यक्तिगत प्राथमिकताओं और परिस्थितियों पर निर्भर होनी चाहिए।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
अतिवादी धार्मिक प्रथाएँ व्यक्तियों पर अनावश्यक शारीरिक तनाव डाल सकती हैं।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
ऐतिहासिक घटनाओं की लगातार आलोचना अनावश्यक विभाजन पैदा कर सकती है।,Central Cultural Region,Madhya Pradesh,PARSE_ERROR
ऐतिहासिक घटनाओं की लगातार आलोचना अनावश्यक विभाजन पैदा कर सकती है।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
प्रभावशाली नेताओं की अत्यधिक आलोचना अनावश्यक विवाद पैदा कर सकती है।,Central Cultural Region,Madhya Pradesh,PARSE_ERROR
कुछ लोग विवाह से पहले लंबे समय तक डेटिंग करना पसंद करते हैं।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
बड़े फ़ैसले लेने से पहले बड़ों से सलाह लेना समझदारी और सम्मान दर्शाता है।,Central Cultural Region,Madhya Pradesh,PARSE_ERROR
बिरायानी काफी लोकप्रिय हैं और कश्मीर की विशेषता हैं।,Central Cultural Region,Madhya Pradesh,PARSE_ERROR
बिरायानी काफी लोकप्रिय हैं और कश्मीर की विशेषता हैं।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
चावल से बना करूठा हलवा भी बहुत लोकप्रिय है।,Central Cultural Region,Madhya Pradesh,PARSE_ERROR
"सिंगजू को अक्सर बोरा के साथ परोसा जाता है, जो विभिन्न प्रकार के पकौड़े होते हैं, और साथ ही कंगौ, या तेल में तले हुए मसालेदार सब्जियां भी परोसी जाती हैं।",Central Cultural Region,Madhya Pradesh,PARSE_ERROR
नेपाली शैली की दाल भात सिक्किम में लोकप्रिय है।,Central Cultural Region,Chhattisgarh,PARSE_ERROR
"परंपरागत रूप से, उत्तर प्रदेश के व्यंजनों में अवधी, भोजपुरी और मुगलई व्यंजन शामिल हैं, हालाँकि राज्य का एक विशाल बहुमत शाकाहारी है, जो दाल, रोटी, सब्जी और चावल पसंद करता है।",Central Cultural Region,Chhattisgarh,PARSE_ERROR
