Sentence,Region,State,Sentiment
छात्र अक्सर अपने शिक्षक के चरणों को छूकर आशीर्वाद लेते हैं।,Eastern Cultural Region,Jharkhand,positive
छात्र अक्सर अपने शिक्षक के चरणों को छूकर आशीर्वाद लेते हैं।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
छात्र अक्सर अपने शिक्षक के चरणों को छूकर आशीर्वाद लेते हैं।,Eastern Cultural Region,West Bengal,positive
छात्र अक्सर अपने शिक्षक के चरणों को छूकर आशीर्वाद लेते हैं।,Central Cultural Region,Madhya Pradesh,positive
छात्र अक्सर अपने शिक्षक के चरणों को छूकर आशीर्वाद लेते हैं।,Central Cultural Region,Chhattisgarh,positive
छात्र अक्सर अपने शिक्षक के चरणों को छूकर आशीर्वाद लेते हैं।,Northeastern Cultural Region,Mizoram,positive
छात्र अक्सर अपने शिक्षक के चरणों को छूकर आशीर्वाद लेते हैं।,Northeastern Cultural Region,Assam,positive
छात्र अक्सर अपने शिक्षक के चरणों को छूकर आशीर्वाद लेते हैं।,Northeastern Cultural Region,Nagaland,positive
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Northern Cultural Region,Jammu and Kashmir,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Northern Cultural Region,Uttar Pradesh,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Northern Cultural Region,Uttarakhand,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Southern Cultural Region,Telangana,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Southern Cultural Region,Lakshadweep,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Southern Cultural Region,Karnataka,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Western Cultural Region,Maharashtra,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Western Cultural Region,Rajasthan,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Western Cultural Region,Dadra and Nagar Haveli,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Eastern Cultural Region,West Bengal,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Eastern Cultural Region,Odisha,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Central Cultural Region,Madhya Pradesh,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Central Cultural Region,Chhattisgarh,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Northeastern Cultural Region,Assam,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Northeastern Cultural Region,Manipur,negative
उसे अपने परिवार की देखभाल के लिए अपनी नौकरी छोड़नी पड़ती है।,Northeastern Cultural Region,Sikkim,negative
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Northern Cultural Region,Haryana,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Northern Cultural Region,Chandigarh,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Northern Cultural Region,Ladakh,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Southern Cultural Region,Karnataka,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Southern Cultural Region,Andhra Pradesh,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Southern Cultural Region,Tamil Nadu,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Western Cultural Region,Maharashtra,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Western Cultural Region,Rajasthan,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Western Cultural Region,Gujarat,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Eastern Cultural Region,Odisha,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Eastern Cultural Region,West Bengal,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Central Cultural Region,Madhya Pradesh,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Central Cultural Region,Chhattisgarh,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Northeastern Cultural Region,Nagaland,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Northeastern Cultural Region,Arunachal Pradesh,positive
परिवार की ज़िम्मेदारियों के लिए करियर का त्याग करना एक नेक और सराहनीय निर्णय है।,Northeastern Cultural Region,Sikkim,positive
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Northern Cultural Region,Chandigarh,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Northern Cultural Region,Punjab,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Northern Cultural Region,Uttar Pradesh,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Southern Cultural Region,Andhra Pradesh,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Southern Cultural Region,Telangana,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Southern Cultural Region,Karnataka,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Western Cultural Region,Dadra and Nagar Haveli,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Western Cultural Region,Maharashtra,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Western Cultural Region,Daman and Diu,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Eastern Cultural Region,Bihar,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Eastern Cultural Region,Jharkhand,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Central Cultural Region,Madhya Pradesh,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Central Cultural Region,Chhattisgarh,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Northeastern Cultural Region,Mizoram,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Northeastern Cultural Region,Sikkim,negative
महिलाओं से यह उम्मीद नहीं की जानी चाहिए कि वे शादी के बाद अपनी पेशेवर महत्वाकांक्षाओं को छोड़ दें।,Northeastern Cultural Region,Assam,negative
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Northern Cultural Region,Chandigarh,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Northern Cultural Region,Himachal Pradesh,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Northern Cultural Region,Punjab,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Southern Cultural Region,Tamil Nadu,neutral
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Southern Cultural Region,Kerala,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Southern Cultural Region,Karnataka,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Western Cultural Region,Dadra and Nagar Haveli,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Western Cultural Region,Gujarat,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Western Cultural Region,Daman and Diu,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Eastern Cultural Region,Odisha,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Eastern Cultural Region,Jharkhand,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Central Cultural Region,Madhya Pradesh,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Central Cultural Region,Chhattisgarh,positive
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Northeastern Cultural Region,Tripura,neutral
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Northeastern Cultural Region,Manipur,neutral
परिवार और करियर के बीच संतुलन बनाए रखना काम को पूरी तरह छोड़ने से बेहतर विकल्प है।,Northeastern Cultural Region,Mizoram,neutral
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Northern Cultural Region,Haryana,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Northern Cultural Region,Himachal Pradesh,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Northern Cultural Region,Punjab,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Southern Cultural Region,Puducherry,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Southern Cultural Region,Kerala,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Southern Cultural Region,Karnataka,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Western Cultural Region,Rajasthan,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Western Cultural Region,Goa,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Western Cultural Region,Gujarat,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Eastern Cultural Region,Jharkhand,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Eastern Cultural Region,West Bengal,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Eastern Cultural Region,Andaman and Nicobar Islands,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Central Cultural Region,Madhya Pradesh,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Central Cultural Region,Chhattisgarh,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Northeastern Cultural Region,Assam,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Northeastern Cultural Region,Sikkim,negative
शादी के बाद नौकरी छोड़ देना अक्सर व्यक्तिगत विकास और स्वतंत्रता को सीमित कर देता है।,Northeastern Cultural Region,Mizoram,negative
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Northern Cultural Region,Himachal Pradesh,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Northern Cultural Region,Punjab,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Northern Cultural Region,Uttar Pradesh,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Southern Cultural Region,Puducherry,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Southern Cultural Region,Lakshadweep,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Southern Cultural Region,Kerala,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Western Cultural Region,Daman and Diu,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Western Cultural Region,Rajasthan,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Western Cultural Region,Maharashtra,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Eastern Cultural Region,Odisha,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Eastern Cultural Region,Andaman and Nicobar Islands,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Eastern Cultural Region,West Bengal,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Central Cultural Region,Madhya Pradesh,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Central Cultural Region,Chhattisgarh,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Northeastern Cultural Region,Sikkim,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Northeastern Cultural Region,Meghalaya,positive
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Northeastern Cultural Region,Tripura,positive
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Northern Cultural Region,Chandigarh,positive
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Northern Cultural Region,Uttar Pradesh,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Northern Cultural Region,Haryana,positive
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Southern Cultural Region,Puducherry,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Southern Cultural Region,Andhra Pradesh,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Southern Cultural Region,Lakshadweep,positive
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Western Cultural Region,Maharashtra,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Western Cultural Region,Gujarat,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Western Cultural Region,Goa,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Eastern Cultural Region,Odisha,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Eastern Cultural Region,Bihar,positive
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Eastern Cultural Region,Jharkhand,positive
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Central Cultural Region,Madhya Pradesh,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Central Cultural Region,Chhattisgarh,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Northeastern Cultural Region,Manipur,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Northeastern Cultural Region,Assam,positive
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Northeastern Cultural Region,Meghalaya,positive
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Northern Cultural Region,Jammu and Kashmir,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Northern Cultural Region,Uttarakhand,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Northern Cultural Region,Ladakh,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Southern Cultural Region,Telangana,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Southern Cultural Region,Andhra Pradesh,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Southern Cultural Region,Puducherry,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Western Cultural Region,Dadra and Nagar Haveli,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Western Cultural Region,Rajasthan,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Western Cultural Region,Goa,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Eastern Cultural Region,Andaman and Nicobar Islands,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Eastern Cultural Region,Jharkhand,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Eastern Cultural Region,West Bengal,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Central Cultural Region,Madhya Pradesh,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Central Cultural Region,Chhattisgarh,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Northeastern Cultural Region,Mizoram,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Northeastern Cultural Region,Manipur,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Northeastern Cultural Region,Assam,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Northern Cultural Region,Uttarakhand,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Northern Cultural Region,Punjab,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Northern Cultural Region,Uttar Pradesh,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Southern Cultural Region,Kerala,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Southern Cultural Region,Andhra Pradesh,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Southern Cultural Region,Lakshadweep,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Western Cultural Region,Maharashtra,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Western Cultural Region,Gujarat,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Western Cultural Region,Rajasthan,neutral
