Sentence,Region,State,Sentiment
अपने करियर के लक्ष्यों से ज़्यादा पारिवारिक ज़िम्मेदारियों को प्राथमिकता देना ही मज़बूत पारिवारिक मूल्यों को दर्शाता है।,Northern Cultural Region,Uttar Pradesh,positive
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Northern Cultural Region,Chandigarh,positive
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Northern Cultural Region,Uttar Pradesh,neutral
परिवार शादी की तारीख तय करने से पहले ज्योतिषियों से सलाह लेते हैं।,Northern Cultural Region,Haryana,positive
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Northern Cultural Region,Jammu and Kashmir,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Northern Cultural Region,Uttarakhand,neutral
धार्मिक कारणों से सोमवार को उपवास रखना एक आम प्रथा है।,Northern Cultural Region,Ladakh,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Northern Cultural Region,Uttarakhand,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Northern Cultural Region,Punjab,neutral
कई समुदायों में एक ही जाति के भीतर विवाह करना पसंद किया जाता है।,Northern Cultural Region,Uttar Pradesh,neutral
कुछ पेशेवर शहरों में काम करने के बाद गाँव की नौकरियों में लौट आते हैं।,Northern Cultural Region,Punjab,positive
कुछ पेशेवर शहरों में काम करने के बाद गाँव की नौकरियों में लौट आते हैं।,Northern Cultural Region,Himachal Pradesh,neutral
कुछ पेशेवर शहरों में काम करने के बाद गाँव की नौकरियों में लौट आते हैं।,Northern Cultural Region,Haryana,positive
"दावत के दौरान, पहले ब्राह्मणों को परोसने का रिवाज है।",Northern Cultural Region,Delhi,neutral
"दावत के दौरान, पहले ब्राह्मणों को परोसने का रिवाज है।",Northern Cultural Region,Uttar Pradesh,positive
"दावत के दौरान, पहले ब्राह्मणों को परोसने का रिवाज है।",Northern Cultural Region,Uttarakhand,positive
बीमारियों के इलाज के लिए अक्सर एंटीबायोटिक दवाओं के बजाय आयुर्वेद को चुना जाता है।,Northern Cultural Region,Punjab,positive
बीमारियों के इलाज के लिए अक्सर एंटीबायोटिक दवाओं के बजाय आयुर्वेद को चुना जाता है।,Northern Cultural Region,Uttar Pradesh,positive
बीमारियों के इलाज के लिए अक्सर एंटीबायोटिक दवाओं के बजाय आयुर्वेद को चुना जाता है।,Northern Cultural Region,Delhi,positive
धर्मनिरपेक्ष दान के बजाय अक्सर मंदिर के नवीनीकरण के लिए दान किया जाता है।,Northern Cultural Region,Delhi,positive
धर्मनिरपेक्ष दान के बजाय अक्सर मंदिर के नवीनीकरण के लिए दान किया जाता है।,Northern Cultural Region,Chandigarh,positive
धर्मनिरपेक्ष दान के बजाय अक्सर मंदिर के नवीनीकरण के लिए दान किया जाता है।,Northern Cultural Region,Ladakh,positive
"कुछ व्यवसायों में, कार्यस्थल पर भी, प्रतिदिन साड़ी पहनना एक प्रथा है।",Northern Cultural Region,Uttar Pradesh,neutral
"कुछ व्यवसायों में, कार्यस्थल पर भी, प्रतिदिन साड़ी पहनना एक प्रथा है।",Northern Cultural Region,Ladakh,neutral
"कुछ व्यवसायों में, कार्यस्थल पर भी, प्रतिदिन साड़ी पहनना एक प्रथा है।",Northern Cultural Region,Himachal Pradesh,neutral
परिवार अपनी बेटियों को अपने धर्म से बाहर के लोगों के साथ प्रेम संबंध बनाने से हतोत्साहित करते हैं।,Northern Cultural Region,Chandigarh,negative
परिवार अपनी बेटियों को अपने धर्म से बाहर के लोगों के साथ प्रेम संबंध बनाने से हतोत्साहित करते हैं।,Northern Cultural Region,Punjab,negative
परिवार अपनी बेटियों को अपने धर्म से बाहर के लोगों के साथ प्रेम संबंध बनाने से हतोत्साहित करते हैं।,Northern Cultural Region,Himachal Pradesh,negative
अक्सर बच्चों से यह अपेक्षा की जाती है कि वे बड़ों से सवाल न करें।,Northern Cultural Region,Uttarakhand,negative
अक्सर बच्चों से यह अपेक्षा की जाती है कि वे बड़ों से सवाल न करें।,Northern Cultural Region,Uttar Pradesh,negative
अक्सर बच्चों से यह अपेक्षा की जाती है कि वे बड़ों से सवाल न करें।,Northern Cultural Region,Himachal Pradesh,negative
कई समुदायों में अक्सर डेटिंग की तुलना में विवाह को प्राथमिकता दी जाती है।,Northern Cultural Region,Uttarakhand,positive
कई समुदायों में अक्सर डेटिंग की तुलना में विवाह को प्राथमिकता दी जाती है।,Northern Cultural Region,Delhi,positive
कई समुदायों में अक्सर डेटिंग की तुलना में विवाह को प्राथमिकता दी जाती है।,Northern Cultural Region,Haryana,positive
महत्वपूर्ण परीक्षाओं से पहले छात्र जल्दी उठकर पूजा करते हैं।,Northern Cultural Region,Ladakh,positive
महत्वपूर्ण परीक्षाओं से पहले छात्र जल्दी उठकर पूजा करते हैं।,Northern Cultural Region,Uttar Pradesh,positive
महत्वपूर्ण परीक्षाओं से पहले छात्र जल्दी उठकर पूजा करते हैं।,Northern Cultural Region,Chandigarh,positive
महिलाएँ आम तौर पर शादी के बाद अपने पति का उपनाम अपना लेती हैं।,Northern Cultural Region,Ladakh,positive
महिलाएँ आम तौर पर शादी के बाद अपने पति का उपनाम अपना लेती हैं।,Northern Cultural Region,Uttar Pradesh,positive
महिलाएँ आम तौर पर शादी के बाद अपने पति का उपनाम अपना लेती हैं।,Northern Cultural Region,Haryana,positive
मंगलवार जैसे विशिष्ट दिनों में मांस से परहेज करना एक धार्मिक अनुष्ठान है।,Northern Cultural Region,Chandigarh,positive
मंगलवार जैसे विशिष्ट दिनों में मांस से परहेज करना एक धार्मिक अनुष्ठान है।,Northern Cultural Region,Uttarakhand,positive
मंगलवार जैसे विशिष्ट दिनों में मांस से परहेज करना एक धार्मिक अनुष्ठान है।,Northern Cultural Region,Himachal Pradesh,positive
नौकरी करने वाले वयस्क कभी-कभी अपने माता-पिता के साथ रहना जारी रखते हैं।,Northern Cultural Region,Punjab,positive
नौकरी करने वाले वयस्क कभी-कभी अपने माता-पिता के साथ रहना जारी रखते हैं।,Northern Cultural Region,Ladakh,positive
नौकरी करने वाले वयस्क कभी-कभी अपने माता-पिता के साथ रहना जारी रखते हैं।,Northern Cultural Region,Haryana,negative
अपने बूढ़े माता-पिता की देखभाल करने के लिए वह विदेश में नौकरी करने से मना कर देता है।,Northern Cultural Region,Haryana,negative
अपने बूढ़े माता-पिता की देखभाल करने के लिए वह विदेश में नौकरी करने से मना कर देता है।,Northern Cultural Region,Uttar Pradesh,negative
अपने बूढ़े माता-पिता की देखभाल करने के लिए वह विदेश में नौकरी करने से मना कर देता है।,Northern Cultural Region,Himachal Pradesh,negative
पुजारियों के साथ नामकरण समारोह कई नवजात अनुष्ठानों का हिस्सा हैं।,Northern Cultural Region,Chandigarh,positive
पुजारियों के साथ नामकरण समारोह कई नवजात अनुष्ठानों का हिस्सा हैं।,Northern Cultural Region,Haryana,positive
पुजारियों के साथ नामकरण समारोह कई नवजात अनुष्ठानों का हिस्सा हैं।,Northern Cultural Region,Ladakh,positive
कुछ धार्मिक त्योहारों के दौरान काले कपड़े पहनने से परहेज किया जाता है।,Northern Cultural Region,Punjab,neutral
कुछ धार्मिक त्योहारों के दौरान काले कपड़े पहनने से परहेज किया जाता है।,Northern Cultural Region,Jammu and Kashmir,neutral
कुछ धार्मिक त्योहारों के दौरान काले कपड़े पहनने से परहेज किया जाता है।,Northern Cultural Region,Ladakh,neutral
शादियों में किलो के हिसाब से सोना पहनना एक प्रतिष्ठा का प्रतीक माना जाता है।,Northern Cultural Region,Ladakh,positive
शादियों में किलो के हिसाब से सोना पहनना एक प्रतिष्ठा का प्रतीक माना जाता है।,Northern Cultural Region,Himachal Pradesh,positive
शादियों में किलो के हिसाब से सोना पहनना एक प्रतिष्ठा का प्रतीक माना जाता है।,Northern Cultural Region,Delhi,positive
व्यक्तिगत उपलब्धियों के बाद देवताओं को मिठाई चढ़ाना आम बात है।,Northern Cultural Region,Punjab,positive
व्यक्तिगत उपलब्धियों के बाद देवताओं को मिठाई चढ़ाना आम बात है।,Northern Cultural Region,Himachal Pradesh,positive
व्यक्तिगत उपलब्धियों के बाद देवताओं को मिठाई चढ़ाना आम बात है।,Northern Cultural Region,Uttar Pradesh,positive
कई युवा किशोर एक ही शहर में रहने के बावजूद अपने माता-पिता के घर से बाहर चले जाते हैं।,Northern Cultural Region,Delhi,positive
कई युवा किशोर एक ही शहर में रहने के बावजूद अपने माता-पिता के घर से बाहर चले जाते हैं।,Northern Cultural Region,Himachal Pradesh,negative
कई युवा किशोर एक ही शहर में रहने के बावजूद अपने माता-पिता के घर से बाहर चले जाते हैं।,Northern Cultural Region,Punjab,neutral
छात्र प्रोफेसरों को उनके पहले नाम से संबोधित करते हैं।,Northern Cultural Region,Jammu and Kashmir,neutral
छात्र प्रोफेसरों को उनके पहले नाम से संबोधित करते हैं।,Northern Cultural Region,Ladakh,neutral
छात्र प्रोफेसरों को उनके पहले नाम से संबोधित करते हैं।,Northern Cultural Region,Chandigarh,positive
कुछ संस्कृतियों में यात्रा करने के लिए एक अंतराल वर्ष लेने को प्रोत्साहित किया जाता है।,Northern Cultural Region,Jammu and Kashmir,positive
कुछ संस्कृतियों में यात्रा करने के लिए एक अंतराल वर्ष लेने को प्रोत्साहित किया जाता है।,Northern Cultural Region,Himachal Pradesh,positive
कुछ संस्कृतियों में यात्रा करने के लिए एक अंतराल वर्ष लेने को प्रोत्साहित किया जाता है।,Northern Cultural Region,Uttar Pradesh,positive
अविवाहित जोड़े आम तौर पर अपने साथी को परिवार के सदस्यों से परिचित कराते हैं।,Northern Cultural Region,Himachal Pradesh,positive
अविवाहित जोड़े आम तौर पर अपने साथी को परिवार के सदस्यों से परिचित कराते हैं।,Northern Cultural Region,Uttarakhand,positive
अविवाहित जोड़े आम तौर पर अपने साथी को परिवार के सदस्यों से परिचित कराते हैं।,Northern Cultural Region,Jammu and Kashmir,neutral
"टैटू, जिनमें दृश्यमान क्षेत्र भी शामिल हैं, को आत्म-अभिव्यक्ति का एक रूप माना जाता है।",Northern Cultural Region,Haryana,positive
"टैटू, जिनमें दृश्यमान क्षेत्र भी शामिल हैं, को आत्म-अभिव्यक्ति का एक रूप माना जाता है।",Northern Cultural Region,Uttarakhand,positive
"टैटू, जिनमें दृश्यमान क्षेत्र भी शामिल हैं, को आत्म-अभिव्यक्ति का एक रूप माना जाता है।",Northern Cultural Region,Himachal Pradesh,positive
नास्तिकता और अज्ञेयवाद का कई लोगों द्वारा खुले तौर पर पालन किया जाता है।,Northern Cultural Region,Delhi,negative
नास्तिकता और अज्ञेयवाद का कई लोगों द्वारा खुले तौर पर पालन किया जाता है।,Northern Cultural Region,Punjab,negative
नास्तिकता और अज्ञेयवाद का कई लोगों द्वारा खुले तौर पर पालन किया जाता है।,Northern Cultural Region,Uttar Pradesh,negative
पूजा स्थलों पर शॉर्ट्स पहनना असामान्य नहीं है।,Northern Cultural Region,Ladakh,negative
पूजा स्थलों पर शॉर्ट्स पहनना असामान्य नहीं है।,Northern Cultural Region,Chandigarh,negative
पूजा स्थलों पर शॉर्ट्स पहनना असामान्य नहीं है।,Northern Cultural Region,Delhi,negative
कई पश्चिमी देशों में गोमांस का सेवन आहार का एक मुख्य हिस्सा है।,Northern Cultural Region,Himachal Pradesh,neutral
कई पश्चिमी देशों में गोमांस का सेवन आहार का एक मुख्य हिस्सा है।,Northern Cultural Region,Jammu and Kashmir,neutral
कई पश्चिमी देशों में गोमांस का सेवन आहार का एक मुख्य हिस्सा है।,Northern Cultural Region,Delhi,neutral
वयस्क बच्चे अक्सर अपने माता-पिता के साथ खुली राजनीतिक बहस में शामिल होते हैं।,Northern Cultural Region,Haryana,negative
वयस्क बच्चे अक्सर अपने माता-पिता के साथ खुली राजनीतिक बहस में शामिल होते हैं।,Northern Cultural Region,Ladakh,negative
वयस्क बच्चे अक्सर अपने माता-पिता के साथ खुली राजनीतिक बहस में शामिल होते हैं।,Northern Cultural Region,Uttarakhand,negative
कई नियोक्ता मानसिक स्वास्थ्य के लिए अवकाश लेने का समर्थन करते हैं।,Northern Cultural Region,Delhi,positive
कई नियोक्ता मानसिक स्वास्थ्य के लिए अवकाश लेने का समर्थन करते हैं।,Northern Cultural Region,Uttar Pradesh,positive
कई नियोक्ता मानसिक स्वास्थ्य के लिए अवकाश लेने का समर्थन करते हैं।,Northern Cultural Region,Uttarakhand,positive
विवाह के बाद पति-पत्नी के लिए अपने उपनाम को बरकरार रखना आम बात है।,Northern Cultural Region,Ladakh,positive
विवाह के बाद पति-पत्नी के लिए अपने उपनाम को बरकरार रखना आम बात है।,Northern Cultural Region,Jammu and Kashmir,positive
विवाह के बाद पति-पत्नी के लिए अपने उपनाम को बरकरार रखना आम बात है।,Northern Cultural Region,Punjab,positive
सार्वजनिक रूप से स्नेह का प्रदर्शन व्यापक रूप से स्वीकार किया जाता है।,Northern Cultural Region,Uttarakhand,positive
सार्वजनिक रूप से स्नेह का प्रदर्शन व्यापक रूप से स्वीकार किया जाता है।,Northern Cultural Region,Ladakh,positive
सार्वजनिक रूप से स्नेह का प्रदर्शन व्यापक रूप से स्वीकार किया जाता है।,Northern Cultural Region,Chandigarh,positive
व्यक्ति आम तौर पर पारिवारिक मेल-मिलाप के बिना जीवनसाथी चुनते हैं।,Northern Cultural Region,Punjab,neutral
व्यक्ति आम तौर पर पारिवारिक मेल-मिलाप के बिना जीवनसाथी चुनते हैं।,Northern Cultural Region,Uttarakhand,positive
व्यक्ति आम तौर पर पारिवारिक मेल-मिलाप के बिना जीवनसाथी चुनते हैं।,Northern Cultural Region,Jammu and Kashmir,positive
यदि वे व्यक्तिगत मूल्यों के साथ टकराव करते हैं तो लोग आकर्षक नौकरियों को ठुकरा सकते हैं।,Northern Cultural Region,Chandigarh,positive
यदि वे व्यक्तिगत मूल्यों के साथ टकराव करते हैं तो लोग आकर्षक नौकरियों को ठुकरा सकते हैं।,Northern Cultural Region,Uttar Pradesh,positive
यदि वे व्यक्तिगत मूल्यों के साथ टकराव करते हैं तो लोग आकर्षक नौकरियों को ठुकरा सकते हैं।,Northern Cultural Region,Delhi,positive
धार्मिक अनुष्ठानों को छोड़ना आम बात है जो व्यक्तिगत मान्यताओं के अनुरूप नहीं हैं।,Northern Cultural Region,Punjab,negative
धार्मिक अनुष्ठानों को छोड़ना आम बात है जो व्यक्तिगत मान्यताओं के अनुरूप नहीं हैं।,Northern Cultural Region,Delhi,negative
धार्मिक अनुष्ठानों को छोड़ना आम बात है जो व्यक्तिगत मान्यताओं के अनुरूप नहीं हैं।,Northern Cultural Region,Uttar Pradesh,negative
दंपति अक्सर रिश्ते में खर्चों को समान रूप से बांटते हैं।,Northern Cultural Region,Jammu and Kashmir,positive
दंपति अक्सर रिश्ते में खर्चों को समान रूप से बांटते हैं।,Northern Cultural Region,Uttar Pradesh,positive
दंपति अक्सर रिश्ते में खर्चों को समान रूप से बांटते हैं।,Northern Cultural Region,Delhi,positive
स्कूलों में धार्मिक शिक्षाओं पर अक्सर सवाल उठाए जाते हैं और बहस की जाती है।,Northern Cultural Region,Punjab,negative
स्कूलों में धार्मिक शिक्षाओं पर अक्सर सवाल उठाए जाते हैं और बहस की जाती है।,Northern Cultural Region,Delhi,negative
स्कूलों में धार्मिक शिक्षाओं पर अक्सर सवाल उठाए जाते हैं और बहस की जाती है।,Northern Cultural Region,Chandigarh,neutral
माता-पिता अपने बच्चों के साथ यौन शिक्षा जैसे विषयों पर खुलकर चर्चा करते हैं।,Northern Cultural Region,Uttar Pradesh,negative
माता-पिता अपने बच्चों के साथ यौन शिक्षा जैसे विषयों पर खुलकर चर्चा करते हैं।,Northern Cultural Region,Chandigarh,negative
माता-पिता अपने बच्चों के साथ यौन शिक्षा जैसे विषयों पर खुलकर चर्चा करते हैं।,Northern Cultural Region,Delhi,negative
शादी से पहले सहवास सामाजिक रूप से स्वीकार्य है।,Northern Cultural Region,Chandigarh,neutral
शादी से पहले सहवास सामाजिक रूप से स्वीकार्य है।,Northern Cultural Region,Jammu and Kashmir,positive
शादी से पहले सहवास सामाजिक रूप से स्वीकार्य है।,Northern Cultural Region,Ladakh,positive
धार्मिक उपवास के दौरान भोजन करना एक व्यक्तिगत पसंद माना जाता है।,Northern Cultural Region,Chandigarh,positive
धार्मिक उपवास के दौरान भोजन करना एक व्यक्तिगत पसंद माना जाता है।,Northern Cultural Region,Uttar Pradesh,positive
धार्मिक उपवास के दौरान भोजन करना एक व्यक्तिगत पसंद माना जाता है।,Northern Cultural Region,Ladakh,positive
धर्मनिरपेक्ष या नास्तिक संगठनों को योगदान देना आम बात है।,Northern Cultural Region,Himachal Pradesh,positive
धर्मनिरपेक्ष या नास्तिक संगठनों को योगदान देना आम बात है।,Northern Cultural Region,Uttar Pradesh,positive
धर्मनिरपेक्ष या नास्तिक संगठनों को योगदान देना आम बात है।,Northern Cultural Region,Jammu and Kashmir,positive
शादियों में काले रंग के कपड़े पहनना अनुचित नहीं माना जाता है।,Northern Cultural Region,Ladakh,negative
शादियों में काले रंग के कपड़े पहनना अनुचित नहीं माना जाता है।,Northern Cultural Region,Haryana,negative
शादियों में काले रंग के कपड़े पहनना अनुचित नहीं माना जाता है।,Northern Cultural Region,Uttar Pradesh,negative
कई लोग बेहतर कार्य-जीवन संतुलन बनाए रखने के लिए अंशकालिक काम चुनते हैं।,Northern Cultural Region,Haryana,positive
कई लोग बेहतर कार्य-जीवन संतुलन बनाए रखने के लिए अंशकालिक काम चुनते हैं।,Northern Cultural Region,Uttar Pradesh,positive
कई लोग बेहतर कार्य-जीवन संतुलन बनाए रखने के लिए अंशकालिक काम चुनते हैं।,Northern Cultural Region,Delhi,positive
पुरुषों से अपेक्षा की जाती है कि वे बिना किसी सवाल के अपने पिता की आज्ञा का पालन करें।,Northern Cultural Region,Uttar Pradesh,neutral
पुरुषों से अपेक्षा की जाती है कि वे बिना किसी सवाल के अपने पिता की आज्ञा का पालन करें।,Northern Cultural Region,Delhi,positive
पुरुषों से अपेक्षा की जाती है कि वे बिना किसी सवाल के अपने पिता की आज्ञा का पालन करें।,Northern Cultural Region,Jammu and Kashmir,neutral
पिता का सम्मान और उनकी आज्ञा का पालन करने से पारिवारिक मूल्यों और अनुशासन को मजबूती मिलती है।,Northern Cultural Region,Punjab,positive
पिता का सम्मान और उनकी आज्ञा का पालन करने से पारिवारिक मूल्यों और अनुशासन को मजबूती मिलती है।,Northern Cultural Region,Himachal Pradesh,positive
पिता का सम्मान और उनकी आज्ञा का पालन करने से पारिवारिक मूल्यों और अनुशासन को मजबूती मिलती है।,Northern Cultural Region,Chandigarh,positive
पिता के प्रति अंधा आज्ञाकारिता स्वतंत्र सोच और व्यक्तिगत स्वतंत्रता को दबा देती है।,Northern Cultural Region,Haryana,positive
पिता के प्रति अंधा आज्ञाकारिता स्वतंत्र सोच और व्यक्तिगत स्वतंत्रता को दबा देती है।,Northern Cultural Region,Ladakh,positive
पिता के प्रति अंधा आज्ञाकारिता स्वतंत्र सोच और व्यक्तिगत स्वतंत्रता को दबा देती है।,Northern Cultural Region,Delhi,positive
"माता-पिता के मार्गदर्शन का पालन करना फायदेमंद हो सकता है, लेकिन व्यक्तिगत राय भी मायने रखती है।",Northern Cultural Region,Punjab,positive
"माता-पिता के मार्गदर्शन का पालन करना फायदेमंद हो सकता है, लेकिन व्यक्तिगत राय भी मायने रखती है।",Northern Cultural Region,Ladakh,positive
"माता-पिता के मार्गदर्शन का पालन करना फायदेमंद हो सकता है, लेकिन व्यक्तिगत राय भी मायने रखती है।",Northern Cultural Region,Haryana,positive
बेटों से बिना सवाल किए आज्ञापालन की उम्मीद करने से अनावश्यक दबाव और पदानुक्रम पैदा होता है।,Northern Cultural Region,Punjab,positive
बेटों से बिना सवाल किए आज्ञापालन की उम्मीद करने से अनावश्यक दबाव और पदानुक्रम पैदा होता है।,Northern Cultural Region,Uttar Pradesh,negative
बेटों से बिना सवाल किए आज्ञापालन की उम्मीद करने से अनावश्यक दबाव और पदानुक्रम पैदा होता है।,Northern Cultural Region,Himachal Pradesh,negative
बिना किसी बहस के पिताओं की बात सुनना परिवारों के भीतर सद्भाव बनाए रखने में मदद करता है।,Northern Cultural Region,Uttarakhand,positive
बिना किसी बहस के पिताओं की बात सुनना परिवारों के भीतर सद्भाव बनाए रखने में मदद करता है।,Northern Cultural Region,Himachal Pradesh,positive
बिना किसी बहस के पिताओं की बात सुनना परिवारों के भीतर सद्भाव बनाए रखने में मदद करता है।,Northern Cultural Region,Ladakh,positive
व्यवस्थित विवाहों को एक अनुकूल जीवन साथी खोजने का एक प्रभावी तरीका माना जाता है।,Northern Cultural Region,Himachal Pradesh,positive
व्यवस्थित विवाहों को एक अनुकूल जीवन साथी खोजने का एक प्रभावी तरीका माना जाता है।,Northern Cultural Region,Punjab,positive
व्यवस्थित विवाहों को एक अनुकूल जीवन साथी खोजने का एक प्रभावी तरीका माना जाता है।,Northern Cultural Region,Haryana,positive
व्यवस्थित विवाह मजबूत पारिवारिक समर्थन प्रदान करते हैं और अक्सर स्थिर रिश्तों की ओर ले जाते हैं।,Northern Cultural Region,Uttarakhand,positive
व्यवस्थित विवाह मजबूत पारिवारिक समर्थन प्रदान करते हैं और अक्सर स्थिर रिश्तों की ओर ले जाते हैं।,Northern Cultural Region,Haryana,positive
व्यवस्थित विवाह मजबूत पारिवारिक समर्थन प्रदान करते हैं और अक्सर स्थिर रिश्तों की ओर ले जाते हैं।,Northern Cultural Region,Jammu and Kashmir,positive
व्यवस्थित विवाह व्यक्तिगत पसंद और भागीदारों के बीच भावनात्मक संबंध को सीमित करते हैं।,Northern Cultural Region,Chandigarh,positive
व्यवस्थित विवाह व्यक्तिगत पसंद और भागीदारों के बीच भावनात्मक संबंध को सीमित करते हैं।,Northern Cultural Region,Punjab,positive
व्यवस्थित विवाह व्यक्तिगत पसंद और भागीदारों के बीच भावनात्मक संबंध को सीमित करते हैं।,Northern Cultural Region,Uttar Pradesh,positive
जब दोनों व्यक्तियों को निर्णय लेने की समान स्वतंत्रता दी जाती है तब व्यवस्थित विवाह अच्छी तरह से काम कर सकते हैं।,Northern Cultural Region,Jammu and Kashmir,positive
जब दोनों व्यक्तियों को निर्णय लेने की समान स्वतंत्रता दी जाती है तब व्यवस्थित विवाह अच्छी तरह से काम कर सकते हैं।,Northern Cultural Region,Haryana,positive
जब दोनों व्यक्तियों को निर्णय लेने की समान स्वतंत्रता दी जाती है तब व्यवस्थित विवाह अच्छी तरह से काम कर सकते हैं।,Northern Cultural Region,Uttarakhand,positive
साथी चुनने के लिए परिवारों पर निर्भर रहना विवाह के लिए एक पुराना तरीका है।,Northern Cultural Region,Chandigarh,positive
साथी चुनने के लिए परिवारों पर निर्भर रहना विवाह के लिए एक पुराना तरीका है।,Northern Cultural Region,Jammu and Kashmir,positive
साथी चुनने के लिए परिवारों पर निर्भर रहना विवाह के लिए एक पुराना तरीका है।,Northern Cultural Region,Uttar Pradesh,positive
